regalCode;description;Retail Excl VAT;Trade Excl VAT;trade;retail;category;
FR02-1;SP Green Call Point Resettable;243.00;173.00;198.95;279.45;fir;
FR03;SP Red Call Point Break Glass;213.00;149.00;171.35;244.95;fir;
FR03-1;SP Red Call Point Resettable;248.00;173.00;198.95;285.2;fir;
FR04;Spare Glass for FR02 (75mm x 43mm) Big;28.00;19.00;21.85;32.2;fir;
FR04-1;Call Point - Spare Plastic - DMN800;35.00;24.00;27.6;40.25;fir;
FR04-8;Insert for Resettable Call Points;36.00;24.00;27.6;41.4;fir;
FR05;Emergency Key Holder - Fire;162.00;113.40;130.41;186.3;fir;
FR06-1;Emergency Key Holder - Spare Glass FR05;8.30;5.80;6.67;9.545;fir;
FR07;Call Point - Spare Glass - DM711;19.00;13.10;15.065;21.85;fir;
FR07-1;Call Point - Yellow Complete;292.00;204.00;234.6;335.8;fir;
FR09;Call Point - Green Front Only DMN700G;292.00;204.00;234.6;335.8;fir;
FR09-1;Call Point - Red Front Only DMN700R;226.00;157.60;181.24;259.9;fir;
FR10;Call Point - Green Back Box Only DMN787G;113.00;78.90;90.735;129.95;fir;
FR10-1;Call Point - Red Back Box Only DMN787;87.00;60.90;70.035;100.05;fir;
FR16;Keyguard Spare Perspex for FR18;175.00;122.00;140.3;201.25;fir;
FR18;Keyguard w/switch - Red - DM796;1154.00;807.50;928.625;1327.1;fir;
FR29;Union Fire Bolt - Redlam;349.60;244.70;281.405;402.04;fir;
FR29-1;Union Fire Bolt - Tube;17.20;12.00;13.8;19.78;fir;
FR30;Smoke Detector Tester -Aerosol - SC010;870.00;609.00;700.35;1000.5;fir;
;SMOKE DETECTORS / FIRE DETECTORS;;;0;0;fir;
FR14;Heat Detector - Apollo S65 - DT654;413.90;289.70;333.155;475.985;fir;
FR19;Smoke Detector - Optical S65 - DP652;392.00;274.00;315.1;450.8;fir;
FR22-1;Securi-prod Photoelectric Smoke Detector;350.00;249.00;286.35;402.5;fir;
FR23;Smoke Detector - Base S65 - DB860;89.00;62.00;71.3;102.35;fir;
FR23-1;Smoke Detector - Relay Base S65 - DB650;663.00;464.00;533.6;762.45;fir;
FR28-5;Standalone Mini Carbon Monoxide Detector;295.00;232.89;267.8235;339.25;fir;
SOUND DEVICES;;;;0;0;fir;
SD09;"Motorised Siren - 12V; 17A 1000m";3753.00;2627.00;3021.05;4315.95;fir;
SD10;Motorised Siren - 12V 500m;1789.00;1252.00;1439.8;2057.35;fir;
SD11;Motorised Siren - 220VAC 1000m;3753.00;2627.00;3021.05;4315.95;fir;
SD12;Motorised Siren - 220VAC 500m;1789.00;1252.00;1439.8;2057.35;fir;
FR08;"Fire Bell - 12VDC 6""";778.00;544.00;625.6;894.7;fir;
FR08-2;Fire Bell - 24VDC 6inch - AB360;855.00;598.00;687.7;983.25;fir;
FR11;Flashni Siren - Red - 24V - ASC366;2582.00;1807.00;2078.05;2969.3;fir;
FR20;Siren Roshni - 12/24VDC - AS363;665.00;464.90;534.635;764.75;fir;
;;;;0;0;;
Prices are subject to change without prior notice.;;;;0;0;;
E&OE. Valid until 31st March 2023.;Page: 65;;;0;0;;
www.REGALSECURITY.co.za;05/03/2023;;;0;0;;
;;;;0;0;;
Trade Price List;;;;0;0;;
GARAGE DOOR AUTOMATION;;;;0;0;;
Our Code;Item Description;;Retail Excl VAT;#VALUE!;0;;
GDO MOTORS & EXTRUSIONS;;;;0;0;;
GA94-2;Centurion GDO SDO4 T10 Sectional Kit;;2816.00;3238.4;0;aut;
GA94-3;Centurion GDO SDO4 T10 Tip-Up Kit;;2816.00;3238.4;0;aut;
GA94-8;Centurion GDO SDO4 T10 Drive Unit;2;228.00;262.2;2.3;aut;
GA94-9;Centurion GDO SDO4 T12 Drive Unit;2;552.00;634.8;2.3;aut;
GA94-10;Centurion GDO SDO4 DP PCB;;906.97;1043.0155;0;aut;
GA94-11;Centurion GDO SDO4 Smart DP PCB;1;053.33;61.3295;1.15;aut;
GA94-12;Centurion GDO SDO4 T10 & T12 Track Carav;;845.33;972.1295;0;aut;
GA99;SDO4 Single Piece Track Sectional Belt;;588.00;676.2;0;aut;
GA99-1;SDO4 Single Piece Track TipUp Belt Drive;;605.33;696.1295;0;aut;
GA99-2;SDO4 SMART T10 GDO Sectional Kit;2;920.00;1058;2.3;aut;New Product Range
GA99-3;SDO4 SMART T10 GDO Tip-Up Kit;2;920.00;1058;2.3;aut;
GA99-4;SDO4 SMART T12 GDO Sectional Kit Inc WP;3;236.00;271.4;3.45;aut;
GA99-5;SDO4 SMART T12 GDO Tip Up Kit Inc WP;3;236.00;271.4;3.45;aut;
GA99-8;SDO4 SMART T10 GDO Drive Head 24V V2;2;332.00;381.8;2.3;aut;
GA99-9;SDO4 SMART T12 GDO Drive Head 24V V2;2;648.00;745.2;2.3;aut;
GA136-1;SUPALIFT - RDO2 GDO Roll-Up Motor Kit;2;433.33;498.3295;2.3;aut;
GA137;SUPALIFT - RDO-1/2 DC BP PCB For Rollup;1;033.00;37.95;1.15;aut;
GA137-2;RDO Domestic Rollup Control Box Assembly;1;408.57;469.8555;1.15;aut;
GA137-3;RDO Domestic Rollup Drum Wheel 280mm;;93.33;107.3295;0;aut;
GA100-3;DC Blue PICO 3.2M KIT incl 2 x Tx4 & Bat;2;708.00;814.2;2.3;aut;
GA100-5;DC Blue PICO 2.2M KIT incl 2xTx4 & Batt;2;638.00;733.7;2.3;aut;
GA100-6;DC Blue PICO 3.7M KIT incl 2xTx4 & Batt;2;874.00;1005.1;2.3;aut;
GA157;DC Blue Advanced Roll-Up GDO Kit Inc 2Tx;2;118.00;135.7;2.3;aut;
GA157-1;DC Blue Advanced Roll-Up GDO Kit & CW;2;257.00;295.55;2.3;aut;
GA100-10;DC Blue Advanced 24V DC Tip-Up Kit;2;888.00;1021.2;2.3;aut;
GA100-11;DC Blue Advanced 24V DC Sectional Kit;2;957.00;1100.55;2.3;aut;
GA100-12;DC Blue Advanced 24V DC Caravan Kit;3;122.00;140.3;3.45;aut;
GA102;DC Blue Advanced HighSpeed Sectional GDO;3;174.00;200.1;3.45;aut;
GA107-1;DC Blue Advanced Head incl 24V Battery;2;423.00;486.45;2.3;aut;
GA107-17;DC Blue Advanced Control Card Kit;1;124.00;142.6;1.15;aut;
RGA100-4;DC Blue Advanced 3.2M Drawbar Only;;876.00;1007.4;0;aut;
RGA100-5;DC Blue Advanced 2.2M Drawbar Only;;813.00;934.95;0;aut;
BA38-2;SP Batt 24V 3.5Ah SLA for DC Blue Digita;;629.00;723.35;0;aut;
GA158;NICE Soon 24VDC Sectional GDO 20SQM;6;440.00;506;6.9;aut;On Request Only
GA159;NICE Sumo 24VDC Sectional GDO 35SQM;9;627.00;721.05;10.35;aut;On Request Only
GA151;DC Blue Roll-Up GDO Counterweight;;293.00;336.95;0;aut;
GA152;DC Blue Roll-Up GDO Adaptor Plate;;177.00;203.55;0;aut;
GA107-3;DC Blue Control Cards (CGDO);;879.00;1010.85;0;aut;
GA107-37;Nice DC Blue Advanced Roll-Up PCB;;581.00;668.15;0;aut;
GA88-7;GEMINI - GDO Sectional 24VDC;2;816.00;938.4;2.3;aut;
GA87;GEMINI - GDO Roll-Up 12VDC;2;778.83;895.6545;2.3;aut;
GA88-11;GEMINI - GDO DC PCB 24 Incl RX Module;;516.17;593.5955;0;aut;
GA87-9;GEMINI - Garage Door Motor Only;1;881.39;1013.5985;1.15;aut;
GA87-10;GEMINI GDO Extrusion Sectional;1;035.75;41.1125;1.15;aut;
GA87-11;GEMINI GDO Extrusion Sectional Caravan;1;140.18;161.207;1.15;aut;
GA87-12;GEMINI GDO Extrusion Secional Long;1;816.74;939.251;1.15;aut;
GA87-13;GEMINI GDO Extrusion Tipup;1;088.00;101.2;1.15;aut;
GA87-14;GEMINI GDO Extrusion Rollup;;897.44;1032.056;0;aut;
GA87-15;GEMINI GDO Extrusion Rollup Caravan;1;053.00;60.95;1.15;aut;
;;;;0;0;aut;
Prices are subject to change without prior notice.;;;;0;0;aut;
E&OE. Valid until 31st March 2023.;Page: 66;;;0;0;aut;
www.REGALSECURITY.co.za;05/03/2023;;;0;0;aut;
;;;;0;0;aut;
Trade Price List;;;;0;0;aut;
GARAGE DOOR AUTOMATION;;;;0;0;aut;
Our Code;Item Description;Retail Excl VAT;Trade Excl VAT;#VALUE!;#VALUE!;aut;
;DIGI - MOTORS & EXTRUSIONS;;;0;0;aut;
GA96;DigiDoor ONE Sectional GDO BatteryBackup;3906.00;2874.00;3305.1;4491.9;aut;
GA96-1;DigiDoor SIX Sectional Garage Door Motor;3305.00;2619.00;3011.85;3800.75;aut;
GA96-2;DigiDoor SIX 24V Caravan Garage Door Mot;3870.00;2709.00;3115.35;4450.5;aut;
ACCESSORIES;;;;0;0;aut;
GA91-3;DigiDoor - II Carriage Assembly;99.00;69.00;79.35;113.85;aut;
GA95-2;DigiDoor - II PCB;1915.00;1340.00;1541;2202.25;aut;
GA92;DigiDoor Wireless Radio Console;268.00;187.00;215.05;308.2;aut;
BA38-1;BATT - 24V 2.4A/H SLA for DigiDoor 1;618.00;432.00;496.8;710.7;aut;
;BOOM GATE AUTOMATION SYSTEMS;;;0;0;;
Our Code;Item Description;Retail Excl VAT;Trade Excl VAT;#VALUE!;#VALUE!;;
;BOOM GATES & TRAFFIC ACCESS SYSTEMS;;;0;0;;
GA81-4;CENTINEL 3 / 4.5 / 6m Mild Steel ex Pole;11104.29;7773.00;8938.95;12769.9335;auto;
GA81-5;CENTINEL 3 / 4.5 / 6m Stainless ex Pole;11885.71;8320.00;9568;13668.5665;auto;
GA84-3;SECTOR II DC 3m Barrier Kit Mild Steel;23027.14;16119.00;18536.85;26481.211;auto;
GA84-4;SECTOR II DC 4.5m Barrier Kit Mild Steel;24705.71;17294.00;19888.1;28411.5665;auto;
GA84-6;SECTOR II DC 6m Barrier Kit Mild Steel;26107.14;18275.00;21016.25;30023.211;auto;
GA84-10;SECTOR II DC 3m Barrier Kit 316SS;32634.29;22844.00;26270.6;37529.4335;auto;
GA84-11;SECTOR II DC 4.5m Barrier Kit 316SS;35237.14;24666.00;28365.9;40522.711;auto;
GA84-12;SECTOR II DC 6m Barrier Kit 316SS;36247.14;25373.00;29178.95;41684.211;auto;
GA80-1;"SECTOR II Jack Knife Assembly; Incl Rod";5130.00;3591.00;4129.65;5899.5;auto;
GA83-3;SECTOR Break Away Coupler Assembly;2745.71;1922.00;2210.3;3157.5665;auto;
GA81-1;Boom Pole - 6m Aluminium;1832.86;1283.00;1475.45;2107.789;auto;
GA81-2;Boom Pole - 3m Aluminium;952.86;667.00;767.05;1095.789;auto;
GA81-7;Boom Pole - 4.5m Aluminium;1404.29;983.00;1130.45;1614.9335;auto;
GA81-18;Centurion Boom Pole Joiner;634.29;444.00;510.6;729.4335;auto;
;;;;0;0;auto;
GA120;CLAWS Spike System 3m I-Drive F-Mount;53640.00;37548.00;43180.2;61686;auto;
GA120-1;CLAWS Spike System 4.5m I-Drive F-Mount;72197.14;50538.00;58118.7;83026.711;auto;
GA121;CLAWS Spike System 3m I-Drive S-Mount;71198.57;49839.00;57314.85;81878.3555;auto;
GA121-1;CLAWS Spike System 4.5m I-Drive S-Mount;96475.71;67533.00;77662.95;110947.0665;auto;
GA122;CLAWS Spike System 3m D-Drive F-Mount;51957.14;36370.00;41825.5;59750.711;auto;
GA122-1;CLAWS Spike System 4.5m D-Drive F-Mount;70514.29;49360.00;56764;81091.4335;auto;
GA123;CLAWS Spike System 3m D-Drive S-Mount;63754.29;44628.00;51322.2;73317.4335;auto;
GA123-1;CLAWS Spike System 4.5m D-Drive S-Mount;89031.43;62322.00;71670.3;102386.1445;auto;
GA123-4;CLAWS Spike Kit Direct Drive Surface Mnt;10624.00;7436.78;8552.297;12217.6;auto;
GA125;Traffic Light Kit - 2 Way Red & Green;3268.57;2288.00;2631.2;3758.8555;auto;
GA125-1;Traffic Light Mounting Post stainless;490.00;343.00;394.45;563.5;auto;
GA126;Centurion TRAPEX Mounting Kit V2 SS Type;1690.00;1183.00;1360.45;1943.5;auto;
GA126-1;Centurion Barrier Fence SECN 1.5m;2164.29;1515.00;1742.25;2488.9335;auto;
;;;;0;0;auto;
Prices are subject to change without prior notice.;;;;0;0;auto;
E&OE. Valid until 31st March 2023.;Page: 67;;;0;0;auto;
www.REGALSECURITY.co.za;05/03/2023;;;0;0;auto;
;;;;0;0;auto;
Trade Price List;;;;0;0;auto;
BOOM GATE AUTOMATION SYSTEMS;;;;0;0;auto;
Our Code;Item Description;Retail Excl VAT;Trade Excl VAT;#VALUE!;#VALUE!;auto;
;BOOM GATES & TRAFFIC ACCESS SYSTEMS;;;0;0;auto;
GA143-2;Nice Traffic Barrrier Straight Pole 4m;1593.00;1337.96;1538.654;1831.95;auto;
GA147-1;Nice Traffic Barrrier ACDC-M LH +4m Pole;18366.00;15426.66;17740.659;21120.9;auto;
GA147-2;Nice Traffic Barrrier ACDC-M RH +4m Pole;18366.00;15426.66;17740.659;21120.9;auto;
GA147-3;Nice Traffic Barrrier ACDC-L LH + Telesc;19158.00;16092.34;18506.191;22031.7;auto;
GA147-4;Nice Traffic Barrrier ACDC-L RH + Telesc;19158.00;16092.34;18506.191;22031.7;auto;
GA147-5;Nice Traffic Barrrier ACDC-L LH + Fence;23260.00;19537.98;22468.677;26749;auto;
GA147-6;Nice Traffic Barrrier ACDC-L RH + Fence;23260.00;19537.98;22468.677;26749;auto;
GA147-7;Nice Traffic Barrrier ACDC-L LH 180 JKnf;23239.00;19520.42;22448.483;26724.85;auto;
GA147-8;Nice Traffic Barrrier ACDC-L RH 180 JKnf;23239.00;19520.42;22448.483;26724.85;auto;
GA147-9;Nice Traffic Barrrier Light Red - Green;2717.00;2282.13;2624.4495;3124.55;auto;
GA146-3;Nice Manual Barrier 4m Kit;8345.00;7009.36;8060.764;9596.75;auto;
GA148;Nice Spear Module Surf Mnt 1.2m Spike;14780.00;12414.61;14276.8015;16997;auto;
GA148-1;Nice Spear Module Surf Mnt Drive Uint;18653.00;15668.13;18018.3495;21450.95;auto;
GA148-2;Nice Road Spear Kit Complete 1.8m;37143.00;26000.00;29900;42714.45;auto;
GA148-3;Nice Road Spear Kit Complete 3.0m;49246.00;41366.00;47570.9;56632.9;auto;
GA148-4;Nice Road Spear Kit Complete 4.2m;63886.00;53664.00;61713.6;73468.9;auto;
GA148-5;Nice Road Spear Kit Complete 5.4m;78527.00;65962.00;75856.3;90306.05;auto;
GA148-6;Nice Road Spear Kit Complete 6.6m;93167.00;78260.00;89999;107142.05;auto;
GA148-7;Nice Road Spear Kit Complete 7.8m;115715.00;81000.00;93150;133072.25;auto;
GA148-9;Nice Spear Module Surface Mnt End Cap;2071.00;1449.60;1667.04;2381.65;auto;
LOOP DETECTORS;;;;0;0;auto;
GA31-1;Loop Detector - 11 Pin Socket;65.00;45.00;51.75;74.75;auto;
GA31-3;Loop Detector - Single Channel 220V SS;570.00;399.00;458.85;655.5;auto;
GA31-4;Loop Detector - Dual 12 / 24VDC SS;856.00;599.00;688.85;984.4;auto;
GA31-5;Loop Detector - Single Channel 12V SS;570.00;399.00;458.85;655.5;auto;
GA31-6;Loop Detector - Single Channel 12V MD201;449.00;377.14;433.711;516.35;auto;
GA31-7;Loop Detector - FLUX SA 1Ch 12/24V AC/DC;705.71;494.00;568.1;811.5665;auto;
GA31-8;Loop Detector - FLUX 11 Pin 1Ch 12/24V;984.29;689.00;792.35;1131.9335;auto;
CB64;Cable Silicon 1.5mm Red / 100m - Loop;789.00;552.00;634.8;907.35;auto;
;;;;0;0;auto;
Prices are subject to change without prior notice.;;;;0;0;auto;
E&OE. Valid until 31st March 2023.;Page: 68;;;0;0;auto;
www.REGALSECURITY.co.za;05/03/2023;;;0;0;auto;
;;;;0;0;auto;
Trade Price List;;;;0;0;auto;
CABLE AND ACCESSORIES;;;;0;0;auto;
Our Code;Item Description;Retail Excl VAT;Trade Excl VAT;#VALUE!;#VALUE!;auto;
CABLE;;;;0;0;auto;
CB46;Ripcord - 0.2mm Brown / 100m;171.50;120.00;138;197.225;cab;
CB47;Ripcord - 0.2mm White / 100m;171.50;106.00;121.9;197.225;cab;
CB54;Ripcord - 0.5mm White / 100m BC;555.00;388.00;446.2;638.25;cab;
CB55-1;Ripcord - 1mm BC White / 100m;953.00;667.00;767.05;1095.95;cab;
CB20;Comms - 4 Core Brown /100m;265.80;186.00;213.9;305.67;cab;
CB22;Comms - 4 Core White /100m;265.80;186.00;213.9;305.67;cab;
CB23;Comms - 6 Core Brown /100m;377.20;264.00;303.6;433.78;cab;
CB24;Comms - 6 Core White /100m;377.20;233.00;267.95;433.78;cab;
CB25;Comms - 8 Core Brown /100m;515.80;361.00;415.15;593.17;cab;
CB26;Comms - 8 Core White /100m;515.80;319.00;366.85;593.17;cab;
CB12;Comms - 10 Core Brown /100m;638.60;447.00;514.05;734.39;cab;
CB13;Comms - 10 Core White /100m;638.60;447.00;514.05;734.39;cab;
CB14;Comms - 12 Core Brown /100m;752.00;526.00;604.9;864.8;cab;
CB15;Comms - 12 Core White /100m;752.00;526.00;604.9;864.8;cab;
CB17;Comms - 20 Core White /100m;1335.00;934.00;1074.1;1535.25;cab;
CB57;Stranded - 20 Core White / 100m;963.00;674.00;775.1;1107.45;cab;
CB56;Stranded 12 Core BC Wht / 100m;939.00;657.00;755.55;1079.85;cab;
CB58;Stranded 4 Core BC Wht / 100m;316.00;221.00;254.15;363.4;cab;
CB59;Stranded 6 Core BC Wht / 100m;422.00;295.00;339.25;485.3;cab;
CB60;Stranded 8 Core BC Wht / 100m;634.30;444.00;510.6;729.445;cab;
CB01;Cabtyre - 0.5mm 3 Core Black / 100m;899.00;649.00;746.35;1033.85;cab;
CB04;Cabtyre - 1.0mm 3 Core Black / 100m;1548.00;1083.00;1245.45;1780.2;cab;
CB05;Cabtyre - 1.5mm 3 Core Black / 100m;2125.00;1487.00;1710.05;2443.75;cab;
CB06;Cabtyre - 1.5mm 3 Core White / 100m;1999.00;1399.00;1608.85;2298.85;cab;
CB07;Cabtyre - 0.5mm 3 Core White / 100m;885.00;619.00;711.85;1017.75;cab;
CB44;Norsc - 1.5mm 2 Core + Earth / 100m;1993.00;1395.00;1604.25;2291.95;cab;
CB61;Twin + Earth 1.5mm Flat / 100m;1560.00;1092.00;1255.8;1794;cab;
CB61-1;Twin + Earth 2.5mm Flat / 100m;2399.00;1679.00;1930.85;2758.85;cab;
;Twin + Earth also available in 25m rolls;;;0;0;cab;
CB33;Mylar - 1 Pair 0.22 / 100m;450.00;315.00;362.25;517.5;cab;
CB35;Mylar - 2 Pair 0.22 / 100m;655.00;458.00;526.7;753.25;cab;
CB37;Mylar - 3 Pair 0.22 / 100m;825.00;565.00;649.75;948.75;cab;
CB39;Mylar - 4 Pair 0.22 / 100m;1280.00;896.00;1030.4;1472;cab;
CB41;Mylar - 6 Pair 0.22 / 100m;1979.00;1385.00;1592.75;2275.85;cab;
;"Mylar available in up to 12 Pair; 0.5mm & 500m rolls";;;0;0;cab;
CB63-2;Fire Cable - 1 Pair 0.8mm / 100m FR20;1039.00;727.00;836.05;1194.85;cab;
CB63-3;Fire Cable - 2 Pair 0.8mm / 100m FR20;1678.00;1174.00;1350.1;1929.7;cab;
CB63-7;Fire Cable - 1 Pair 1mm / 200m PH30;3328.00;2344.00;2695.6;3827.2;cab;
;FR20 Fire Cable also available in 500m rolls;;;0;0;cab;
CB65;Cable - CAT5 CCA 10Mbps / 100m;356.00;249.00;286.35;409.4;cab;
CB69;Cable - CAT5E UTP BC 100m;806.00;564.00;648.6;926.9;cab;
CB69-2;Cable - CAT5E UTP BC 500m;4296.00;3007.00;3458.05;4940.4;cab;
CB70;Cable - CAT6E UTP BC 100m;1042.00;729.00;838.35;1198.3;cab;
CB70-1;Cable - CAT6E U/UTP BC 300m Grey;3303.00;2312.00;2658.8;3798.45;cab;
CB70-2;Cable - CAT6E U/UTP BC 500m Grey;5506.00;3854.00;4432.1;6331.9;cab;
CA41;Trunking YT1 16x16mm / 2m;27.00;18.50;21.275;31.05;cab;
CA42;Trunking YT2 16x25mm / 3m;48.00;33.10;38.065;55.2;cab;
CA45;Trunking YT3 16x40mm / 3m;61.00;42.20;48.53;70.15;cab;
CA44;Trunking YT4 25x40mm / 3m;71.00;49.30;56.695;81.65;cab;
CA43;Trunking YT5 40x40mm / 3m;93.50;65.40;75.21;107.525;cab;
CA40;Trunking NBT4 100x40mm / 3m;235.00;162.00;186.3;270.25;cab;
;;;;0;0;;
Prices are subject to change without prior notice.;;;;0;0;;
E&OE. Valid until 31st March 2023.;Page: 69;;;0;0;;
www.REGALSECURITY.co.za;05/03/2023;;;0;0;;
;;;;0;0;;
Trade Price List;;;;0;0;;
CABLE AND ACCESSORIES;;;;0;0;;
Our Code;Item Description;Retail Excl VAT;Trade Excl VAT;#VALUE!;#VALUE!;cab;
;CONDUIT & CONDUIT ACCESSORIES;;;0;0;cab;
CA24-1;Insul Tape - 20mx18mm Nitto Bk;33.40;23.10;26.565;38.41;cab;
CA26-1;Insul Tape - 20mx18mm Nitto Wt;33.40;23.10;26.565;38.41;cab;
;"Also available Red; Green & Blue";;;0;0;cab;
CA06;Cable Tie Small 100x2.5mm Wht / 100;33.50;23.40;26.91;38.525;cab;
CA07;Cable Tie Small 100x2.5mm Blk / 100;32.50;22.70;26.105;37.375;cab;
CA04;Cable Tie Med 200x5mm Blk / 100;107.80;75.40;86.71;123.97;cab;
CA05;Cable Tie Med 200x5mm Wht / 100;120.90;84.60;97.29;139.035;cab;
CA01;Cable Tie Large 400x5mm Wht / 100;249.30;174.50;200.675;286.695;cab;
CA03;Cable Tie Large 400x5mm Blk / 100;223.00;156.10;179.515;256.45;cab;
CA09;Conduit PVC 20mm SABS / 4m;27.00;18.90;21.735;31.05;cab;
CA13;Conduit PVC 20mm Coupling;1.49;1.04;1.196;1.7135;cab;
CA14;Conduit PVC 20mm Lock Wing;1.50;1.10;1.265;1.725;cab;
CA10;Conduit PVC 20mm 1-Way Box Lid & Screws;9.85;6.40;7.36;11.3275;cab;
CA11;Conduit PVC 20mm 2-Way Box Lid & Screws;10.40;6.70;7.705;11.96;cab;
CA11-2;Conduit PVC 20mm U-Type Box;15.00;11.30;12.995;17.25;cab;
CA12;Conduit PVC 20mm 3-Way Box Lid & Screws;11.00;7.10;8.165;12.65;cab;
CA08;Conduit PVC 20mm 90 Deg Bend;15.30;10.70;12.305;17.595;cab;
CA08-1;Conduit PVC 20mm Inspection Elbow;11.90;7.70;8.855;13.685;cab;
CA08-2;"Conduit PVC 20mm ""T"" Inspection Box";9.50;6.60;7.59;10.925;cab;
CA09-1;Conduit PVC 20mm Flex sold / Meter 50m R;11.00;7.70;8.855;12.65;cab;
CA16-1;Conduit PVC 25mm Flex / m Wht;13.20;9.20;10.58;15.18;cab;
CA18;Conduit Strap Saddle 20mm / 100;88.00;61.60;70.84;101.2;cab;
CA18-1;Conduit Strap Saddle 25mm / 25;42.90;30.00;34.5;49.335;cab;
CA27;PVC Gland - '0' White;2.90;2.00;2.3;3.335;cab;
CA32;PVC Saddle Round with Nail - 20mm / 25;31.50;22.00;25.3;36.225;cab;
CA33;PVC Saddle Round - 3mm / 100;14.20;9.90;11.385;16.33;cab;
CA34;PVC Saddle Round - 4mm / 100;12.50;8.70;10.005;14.375;cab;
CA35;PVC Saddle Round - 5mm / 100;15.30;10.70;12.305;17.595;cab;
CA36;PVC Saddle Round - 6mm / 100;18.30;12.80;14.72;21.045;cab;
CA37;PVC Saddle Round - 7mm / 100;21.00;13.60;15.64;24.15;cab;
CA38;PVC Saddle Round - 8mm / 100;21.50;15.00;17.25;24.725;cab;
CA30;PVC Saddle Round - 10mm / 100;29.90;20.90;24.035;34.385;cab;
CA31;PVC Saddle Round - 12mm / 100;42.90;30.00;34.5;49.335;cab;
CA47;PVC Bonding Fluid - 200ml;33.00;23.10;26.565;37.95;cab;
CA54;SPIRAL BIND - 12 x 30m / m;15.30;10.70;12.305;17.595;cab;
;"We also stock trunking end caps; corner pieces; terminal ends and 25mm conduit and accessories";;;0;0;cab;
PVC / ABS ENCLOSURES;;;;0;0;cab;
CA21;SP Uni Cam Mnt Enclose 115x115x48mm;58.00;39.00;44.85;66.7;cab;
CA21-1;SP L Uni Cam Mnt Enclose 161x161x48mm Wh;88.00;59.00;67.85;101.2;cab;
CA21-5;SP Enclose Blk Uni Cam Mnt 115x115x48mm;58.00;39.00;44.85;66.7;cab;
CA12-5;ENCLOSURE PVC - 4 x 2 inch Surface Mount;23.20;16.20;18.63;26.68;cab;
CA12-10;ENCLOSURE PVC - 4 x 4 inch Surface Mount;28.60;20.00;23;32.89;cab;
CA19-1;Enclose for 36AH Batt RL-3P H260xW220xD2;980.00;676.00;777.4;1127;cab;
CA19-3;SP Plastic Enclose 240x190x90mm;401.50;281.00;323.15;461.725;cab;
CA20-1;SP Plastic Enclose 190x140x70mm;199.00;149.00;171.35;228.85;cab;
CA21-2;SP Plastic Enclose 100x100x50mm;76.30;53.40;61.41;87.745;cab;
CA22-1;SP Plastic Enclose 150x110x70mm;119.00;81.00;93.15;136.85;cab;
CA59;SP Plastic Enclose 150x150x70mm;184.30;129.00;148.35;211.945;cab;
CA60;SP Plastic Enclose 300x220x120mm;788.00;569.00;654.35;906.2;cab;
CN17;Encolsure - Utility Box White;29.20;20.40;23.46;33.58;cab;
CN29;ENCLOSURE -273x243x92mm for 17AH Battery;348.00;243.10;279.565;400.2;cab;
;"FASTENERS FOR CONDUIT; TRUNKING AND CABLES";;;0;0;cab;
HW29-1;Easyhold Plug - 8mm Black / 100 pack;132.00;106.20;122.13;151.8;cab;
;;;;0;0;;
Prices are subject to change without prior notice.;;;;0;0;;
E&OE. Valid until 31st March 2023.;Page: 70;;;0;0;;
www.REGALSECURITY.co.za;05/03/2023;;;0;0;;
;;;;0;0;;
Trade Price List;;;;0;0;;
BATTERIES & BATTERY ACCESSORIES;;;;0;0;;
Our Code;Item Description;Retail Excl VAT;Trade Excl VAT;#VALUE!;#VALUE!;;
SLA BATTERIES;;;;0;0;;
BA02-2;SP Batt 12V 1.3Ah SLA;156.00;109.00;125.35;179.4;pow;
BA02-5;Stable Power Batt 12VDC 1.3Ah SLA;149.00;104.00;119.6;171.35;pow;
BA03-2;SP Batt 12V 12Ah SLA;573.00;399.00;458.85;658.95;pow;
BA04-2;SP Batt 12V 18Ah SLA;726.00;499.00;573.85;834.9;pow;
BA04-5;Stable Power Batt 12VDC 18Ah SLA;699.00;495.00;569.25;803.85;pow;
BA05-2;SP Batt 12V 2.3Ah SLA;214.00;147.00;169.05;246.1;pow;
BA06-2;SP Batt 12V 25Ah SLA;1429.00;897.00;1031.55;1643.35;pow;
BA33-2;Battery - 12V 33AH Securi-Prod SLA;1459.00;999.00;1148.85;1677.85;pow;
BA07-2;SP Batt 12V 40Ah SLA;2159.00;1498.00;1722.7;2482.85;pow;
BA09-2;SP Batt 12V 8.0Ah Gel;359.00;249.00;286.35;412.85;pow;
BA10-2;SP Batt 12V 100Ah Deep Cycle 328x172x220;3345.00;2099.00;2413.85;3846.75;pow;
BA10-5;Stable Power Batt 12VDC 100Ah Deep Cycle;2922.00;2045.00;2351.75;3360.3;pow;
BA11-2;SP Batt 12V 3.0Ah SLA;249.00;174.00;200.1;286.35;pow;
BA12-2;SP Batt 12V 4.5Ah SLA;235.00;164.00;188.6;270.25;pow;
BA13-2;SP Batt 12V 7.2Ah SLA;246.20;172.30;198.145;283.13;pow;
BA13-5;Stable Power Batt 12VDC 7Ah SLA;242.00;169.00;194.35;278.3;pow;
BA15;Batt 6V 1.4AH SLA 97x24x51mm;99.00;74.00;85.1;113.85;pow;
BA18-2;SP Batt 6V 4.5Ah SLA;154.00;107.00;123.05;177.1;pow;
